Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900600,Διεύθυνση Ειδικών Αστυνομικών Δυνάμεων,24,Αγορές αγαθών και υπηρεσιών,650000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900600,Διεύθυνση Ειδικών Αστυνομικών Δυνάμεων,31,Πάγια περιουσιακά στοιχεία,30000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900700,Διεύθυνση Υγειονομικού,24,Αγορές αγαθών και υπηρεσιών,120000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900700,Διεύθυνση Υγειονομικού,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900800,Διεύθυνση Οικονομικής Επιθεώρησης,24,Αγορές αγαθών και υπηρεσιών,50000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-201-9900800,Διεύθυνση Οικονομικής Επιθεώρησης,31,Πάγια περιουσιακά στοιχεία,20000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,21,Παροχές σε εργαζομένους,117666000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,22,Κοινωνικές παροχές,25000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,23,Μεταβιβάσεις,2108000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,24,Αγορές αγαθών και υπηρεσιών,51492000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,29,Πιστώσεις υπό κατανομή,4500000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-202-0000000,Γενική Γραμματεία Αντεγκληματικής Πολιτικής,31,Πάγια περιουσιακά στοιχεία,1919000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Προστασίας του Πολίτη, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,20654000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-701-0000000,Δαπάνες μεταναστευτικών ροών του Υπουργείου Προστασίας του Πολίτη,21,Παροχές σε εργαζομένους,600000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-701-0000000,Δαπάνες μεταναστευτικών ροών του Υπουργείου Προστασίας του Πολίτη,22,Κοινωνικές παροχές,8000000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-701-0000000,Δαπάνες μεταναστευτικών ροών του Υπουργείου Προστασίας του Πολίτη,24,Αγορές αγαθών και υπηρεσιών,12000000
1057,ΥΠΟΥΡΓΕΙΟ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ,1057-701-0000000,Δαπάνες μεταναστευτικών ροών του Υπουργείου Προστασίας του Πολίτη,31,Πάγια περιουσιακά στοιχεία,1010000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Κλιματικής Κρίσης και Πολιτικής Προστασίας",21,Παροχές σε εργαζομένους,2355000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,21,Παροχές σε εργαζομένους,487700000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,22,Κοινωνικές παροχές,150000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,23,Μεταβιβάσεις,8769000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,24,Αγορές αγαθών και υπηρεσιών,237025000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,29,Πιστώσεις υπό κατανομή,502000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0000000,Γενική Γραμματεία Πολιτικής Προστασίας,31,Πάγια περιουσιακά στοιχεία,5694000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100000,Περιφερειακή Πυροσβεστική Διοίκηση Αττικής,24,Αγορές αγαθών και υπηρεσιών,43000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100100,Διοίκηση Πυροσβεστικών Υπηρεσιών Αθηνών,24,Αγορές αγαθών και υπηρεσιών,141000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100200,Διοίκηση Πυροσβεστικών Υπηρεσιών Πειραιώς,24,Αγορές αγαθών και υπηρεσιών,45000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100300,Διοίκηση Πυροσβεστικών Υπηρεσιών Δυτικής Αττικής,24,Αγορές αγαθών και υπηρεσιών,46000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100400,Διοίκηση Πυροσβεστικών Υπηρεσιών Ανατολικής Αττικής.,24,Αγορές αγαθών και υπηρεσιών,32000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100500,1η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (1η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,28000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100600,Πυροσβεστικό Συνεργείο Αθηνών,24,Αγορές αγαθών και υπηρεσιών,31000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0100700,1η Ειδική Μονάδα Δασικών Επιχειρήσεων (1η Ε.ΜΟ.Δ.Ε.) με έδρα την Ελευσίνα Αττικής,24,Αγορές αγαθών και υπηρεσιών,40000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ροδόπης,24,Αγορές αγαθών και υπηρεσιών,21000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Καβάλας,24,Αγορές αγαθών και υπηρεσιών,28000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Δράμας,24,Αγορές αγαθών και υπηρεσιών,21000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ξάνθης,24,Αγορές αγαθών και υπηρεσιών,22000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200500,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Έβρου,24,Αγορές αγαθών και υπηρεσιών,40000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0200600,4η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (4η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,20000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Θεσσαλονίκης,24,Αγορές αγαθών και υπηρεσιών,52000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Σερρών,24,Αγορές αγαθών και υπηρεσιών,26000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Χαλκιδικής,24,Αγορές αγαθών και υπηρεσιών,41000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Κιλκίς,24,Αγορές αγαθών και υπηρεσιών,27000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300500,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Πέλλας,24,Αγορές αγαθών και υπηρεσιών,11000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300600,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ημαθίας,24,Αγορές αγαθών και υπηρεσιών,17000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300700,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Πιερίας,24,Αγορές αγαθών και υπηρεσιών,20000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300800,2η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (2η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,27000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0300900,Πυροσβεστικό Συνεργείο Θεσσαλονίκης,24,Αγορές αγαθών και υπηρεσιών,15000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0301000,2η Ειδική Μονάδα Δασικών Επιχειρήσεων (2η Ε.ΜΟ.Δ.Ε.) με έδρα τη Θεσσαλονίκη,24,Αγορές αγαθών και υπηρεσιών,24000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0400100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Κοζάνης,24,Αγορές αγαθών και υπηρεσιών,64000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0400200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Φλώρινας,24,Αγορές αγαθών και υπηρεσιών,22000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0400300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Καστοριάς,24,Αγορές αγαθών και υπηρεσιών,21000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0400400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Γρεβενών,24,Αγορές αγαθών και υπηρεσιών,21000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ιωαννίνων,24,Αγορές αγαθών και υπηρεσιών,47000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Θεσπρωτίας,24,Αγορές αγαθών και υπηρεσιών,25000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Άρτας,24,Αγορές αγαθών και υπηρεσιών,19000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Πρέβεζας,24,Αγορές αγαθών και υπηρεσιών,20000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500500,5η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (5η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,82000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0500600,5η Ειδική Μονάδα Δασικών Επιχειρήσεων (5η Ε.ΜΟ.Δ.Ε.) με έδρα τα Ιωάννινα,24,Αγορές αγαθών και υπηρεσιών,51000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0600100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Λάρισας,24,Αγορές αγαθών και υπηρεσιών,42000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0600200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Μαγνησίας,24,Αγορές αγαθών και υπηρεσιών,98000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0600300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Τρικάλων,24,Αγορές αγαθών και υπηρεσιών,29000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0600400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Καρδίτσας,24,Αγορές αγαθών και υπηρεσιών,46000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0600500,8η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (8η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,19000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0700100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Αχαΐας,24,Αγορές αγαθών και υπηρεσιών,42000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0700200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Αιτωλοακαρνανίας,24,Αγορές αγαθών και υπηρεσιών,30000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0700300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ηλείας,24,Αγορές αγαθών και υπηρεσιών,45000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0700400,6η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (6η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,13000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0700500,6η Ειδική Μονάδα Δασικών Επιχειρήσεων (6η Ε.ΜΟ.Δ.Ε.) με έδρα την Πάτρα,24,Αγορές αγαθών και υπηρεσιών,16000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0800100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Αρκαδίας,24,Αγορές αγαθών και υπηρεσιών,40000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0800200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Μεσσηνίας,24,Αγορές αγαθών και υπηρεσιών,23000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0800300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Λακωνίας,24,Αγορές αγαθών και υπηρεσιών,37000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0800400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Αργολίδας,24,Αγορές αγαθών και υπηρεσιών,32000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0800500,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Κορινθίας,24,Αγορές αγαθών και υπηρεσιών,34000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900100,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Φθιώτιδας,24,Αγορές αγαθών και υπηρεσιών,49000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900200,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Ευρυτανίας,24,Αγορές αγαθών και υπηρεσιών,21000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900300,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Φωκίδας,24,Αγορές αγαθών και υπηρεσιών,43000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900400,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Βοιωτίας,24,Αγορές αγαθών και υπηρεσιών,41000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900500,Διοίκηση Πυροσβεστικών Υπηρεσιών Νομού Εύβοιας,24,Αγορές αγαθών και υπηρεσιών,56000
1060,ΥΠΟΥΡΓΕΙΟ ΚΛΙΜΑΤΙΚΗΣ ΚΡΙΣΗΣ ΚΑΙ ΠΟΛΙΤΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,1060-201-0900600,7η Ειδική Μονάδα Αντιμετώπισης Καταστροφών (7η Ε.Μ.Α.Κ.),24,Αγορές αγαθών και υπηρεσιών,20000
